manufacturer,model,aircraft_type,description,engine_count,engine_type,aircraft_category,engine_manufacturer,engine_model,body_type,max_seats,engine_source,max_seats_source,contributor,
Bell,204,UH1,H1T,1,Turboprop/Turboshaft,Helicopter,Lycoming,T53-L-11A;T-53-L-9A,Helicopter,10,https://en.wikipedia.org/wiki/Bell_204/205,https://en.wikipedia.org/wiki/Bell_204/205,Bhavye,
Bell,204B,UH1,H1T,1,Turboprop/Turboshaft,Helicopter,Lycoming,T53-L-11A;T-53-L-9A,Helicopter,10,https://en.wikipedia.org/wiki/Bell_204/205,https://en.wikipedia.org/wiki/Bell_204/205,Bhavye,
Bell,204B-2,UH1,H1T,1,Turboprop/Turboshaft,Helicopter,Lycoming,T53-L-11A;T-53-L-9A,Helicopter,10,https://en.wikipedia.org/wiki/Bell_204/205,https://en.wikipedia.org/wiki/Bell_204/205,Bhavye,
Cessna,205,C205,L1P,1,Piston,LandPlane,Continental,O-470-S,Private,6,https://en.wikipedia.org/wiki/Cessna_206,https://en.wikipedia.org/wiki/Cessna_206,Bhavye,
Cessna,205A,C205,L1P,1,Piston,LandPlane,Continental,O-470-S,Private,6,https://en.wikipedia.org/wiki/Cessna_206,https://en.wikipedia.org/wiki/Cessna_206,Bhavye,
Bell,205A-1,UH1,H1T,1,Turboprop/Turboshaft,Helicopter,Lycoming,T53-L-13A,Helicopter,14,https://en.wikipedia.org/wiki/Bell_204/205,https://en.wikipedia.org/wiki/Bell_204/205,Bhavye,
Bell,205B,UH1,H1T,1,Turboprop/Turboshaft,Helicopter,Lycoming,T53-L-13A,Helicopter,14,https://en.wikipedia.org/wiki/Bell_204/205,https://en.wikipedia.org/wiki/Bell_204/205,Bhavye,
Bell,206,B06,H1T,1,Turboprop/Turboshaft,Helicopter,Allison,250-C18,Helicopter,4,https://en.wikipedia.org/wiki/Bell_206,https://en.wikipedia.org/wiki/Bell_206,Bhavye,
Cessna,206 Stationair,C206,L1P,1,Piston,LandPlane,Continental,O-520-A,Private,6,https://en.wikipedia.org/wiki/Cessna_206,https://en.wikipedia.org/wiki/Cessna_206,Bhavye,
Bell,206A JetRanger,B06,H1T,1,Turboprop/Turboshaft,Helicopter,Allison,250-C18,Helicopter,4,https://en.wikipedia.org/wiki/Bell_206,https://en.wikipedia.org/wiki/Bell_206,Bhavye,
Bell,206A-1 JetRanger,B06,H1T,1,Turboprop/Turboshaft,Helicopter,Allison,250-C18,Helicopter,4,https://en.wikipedia.org/wiki/Bell_206,https://en.wikipedia.org/wiki/Bell_206,Bhavye,
Bell,206B JetRanger II,B06,H1T,1,Turboprop/Turboshaft,Helicopter,Allison,250-C20,Helicopter,4,https://en.wikipedia.org/wiki/Bell_206,https://en.wikipedia.org/wiki/Bell_206,Bhavye,
Bell,206B-2 JetRanger II,B06,H1T,1,Turboprop/Turboshaft,Helicopter,Allison,250-C20,Helicopter,4,https://en.wikipedia.org/wiki/Bell_206,https://en.wikipedia.org/wiki/Bell_206,Bhavye,
Bell,206B-3 JetRanger III,B06,H1T,1,Turboprop/Turboshaft,Helicopter,Allison,250-C20J,Helicopter,4,https://en.wikipedia.org/wiki/Bell_206,https://en.wikipedia.org/wiki/Bell_206,Bhavye,
Cessna,206H Stationair,C206,L1P,1,Piston,LandPlane,Lycoming,IO-540-AC1A5,Private,6,https://en.wikipedia.org/wiki/Cessna_206,https://en.wikipedia.org/wiki/Cessna_206,Bhavye,
Bell,206L LongRanger,B06,H1T,1,Turboprop/Turboshaft,Helicopter,Allison,250-C20B,Helicopter,7,https://en.wikipedia.org/wiki/Bell_206,https://en.wikipedia.org/wiki/Bell_206,Bhavye,
Bell,206L-1 LongRanger II,B06,H1T,1,Turboprop/Turboshaft,Helicopter,Allison,250-C28,Helicopter,7,https://en.wikipedia.org/wiki/Bell_206,https://en.wikipedia.org/wiki/Bell_206,Bhavye,
Bell,206L-3 Long Ranger III,B06,H1T,1,Turboprop/Turboshaft,Helicopter,Allison,250-C30P,Helicopter,7,https://en.wikipedia.org/wiki/Bell_206,https://en.wikipedia.org/wiki/Bell_206,Bhavye,
Bell,206L-3 LongRanger III,B06,H1T,1,Turboprop/Turboshaft,Helicopter,Allison,250-C30P,Helicopter,7,https://en.wikipedia.org/wiki/Bell_206,https://en.wikipedia.org/wiki/Bell_206,Bhavye,
Bell,206L-4 LongRanger IV,B06,H1T,1,Turboprop/Turboshaft,Helicopter,Allison,250-C30P,Helicopter,7,https://en.wikipedia.org/wiki/Bell_206,https://en.wikipedia.org/wiki/Bell_206,Bhavye,
Cessna,207 Skywagon,C207,L1P,1,Piston,LandPlane,Continental,IO-520-F,Private,7,https://en.wikipedia.org/wiki/Cessna_206,https://en.wikipedia.org/wiki/Cessna_206#Cessna_207,Dhyey,
Cessna,207A Skywagon,C207,L1P,1,Piston,LandPlane,Continental,IO-520-F,Private,8,https://en.wikipedia.org/wiki/Cessna_206,https://en.wikipedia.org/wiki/Cessna_206#Cessna_207,Dhyey,
Cessna,208 Caravan,C208,L1T,1,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PT-6A-114,Private,9,https://en.wikipedia.org/wiki/Cessna_208_Caravan,https://en.wikipedia.org/wiki/Cessna_208_Caravan,Bhavye,
Cessna,208B Grand Caravan,C208,L1T,1,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PT-6A-114,Private,9,https://en.wikipedia.org/wiki/Cessna_208_Caravan,https://en.wikipedia.org/wiki/Cessna_208_Caravan,Bhavye,
Cessna,208B Grand Caravan EX,C208,L1T,1,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PT-6A-140,Private,9,https://en.wikipedia.org/wiki/Cessna_208_Caravan,https://en.wikipedia.org/wiki/Cessna_208_Caravan,Bhavye,
Bell,210,UH1,H1T,1,Turboprop/Turboshaft,Helicopter,Lycoming,T53-17B,Helicopter,9,https://en.wikipedia.org/wiki/Bell_204/205,https://en.wikipedia.org/wiki/Bell_204/205,Ansh,
Cessna,210 Centurion,C210,L1P,1,Piston,LandPlane,Continental,IO-470-E,Private,4,https://en.wikipedia.org/wiki/Cessna_210_Centurion,https://en.wikipedia.org/wiki/Cessna_210_Centurion,Bhavye,
Cessna,210A Centurion,C210,L1P,1,Piston,LandPlane,Continental,IO-470-E,Private,4,https://en.wikipedia.org/wiki/Cessna_210_Centurion,https://en.wikipedia.org/wiki/Cessna_210_Centurion,Bhavye,
Cessna,210B Centurion,C210,L1P,1,Piston,LandPlane,Continental,IO-470-S,Private,4,https://en.wikipedia.org/wiki/Cessna_210_Centurion,https://en.wikipedia.org/wiki/Cessna_210_Centurion,Bhavye,
Cessna,210C Centurion,C210,L1P,1,Piston,LandPlane,Continental,IO-470-S,Private,4,https://en.wikipedia.org/wiki/Cessna_210_Centurion,https://en.wikipedia.org/wiki/Cessna_210_Centurion,Bhavye,
Cessna,210D Centurion,C210,L1P,1,Piston,LandPlane,Continental,IO-520-A,Private,4,https://en.wikipedia.org/wiki/Cessna_210_Centurion,https://en.wikipedia.org/wiki/Cessna_210_Centurion,Bhavye,
Cessna,210E Centurion,C210,L1P,1,Piston,LandPlane,Continental,IO-520-A,Private,4,https://en.wikipedia.org/wiki/Cessna_210_Centurion,https://en.wikipedia.org/wiki/Cessna_210_Centurion,Bhavye,
Cessna,210F Centurion,C210,L1P,1,Piston,LandPlane,Continental,TSIO-520-C,Private,4,https://en.wikipedia.org/wiki/Cessna_210_Centurion,https://en.wikipedia.org/wiki/Cessna_210_Centurion,Bhavye,
Cessna,210G Centurion,C210,L1P,1,Piston,LandPlane,Continental,TSIO-520-C,Private,4,https://en.wikipedia.org/wiki/Cessna_210_Centurion,https://en.wikipedia.org/wiki/Cessna_210_Centurion,Bhavye,
Cessna,210H Centurion,C210,L1P,1,Piston,LandPlane,Continental,TSIO-520-C,Private,4,https://en.wikipedia.org/wiki/Cessna_210_Centurion,https://en.wikipedia.org/wiki/Cessna_210_Centurion,Bhavye,
Cessna,210J Centurion,C210,L1P,1,Piston,LandPlane,Continental,IO-520-J,Private,4,https://en.wikipedia.org/wiki/Cessna_210_Centurion,https://en.wikipedia.org/wiki/Cessna_210_Centurion,Bhavye,
Cessna,210K Centurion,C210,L1P,1,Piston,LandPlane,Continental,IO-520-L,Private,6,https://en.wikipedia.org/wiki/Cessna_210_Centurion,https://en.wikipedia.org/wiki/Cessna_210_Centurion,Bhavye,
Cessna,210L Centurion,C210,L1P,1,Piston,LandPlane,Continental,IO-520-L,Private,6,https://en.wikipedia.org/wiki/Cessna_210_Centurion,https://en.wikipedia.org/wiki/Cessna_210_Centurion,Bhavye,
Cessna,210M Centurion,C210,L1P,1,Piston,LandPlane,Continental,IO-520-L;TSIO-520-R,Private,6,https://en.wikipedia.org/wiki/Cessna_210_Centurion,https://en.wikipedia.org/wiki/Cessna_210_Centurion,Bhavye,
Cessna,210N Centurion,C210,L1P,1,Piston,LandPlane,Continental,IO-520-L;TSIO-520-R,Private,6,https://en.wikipedia.org/wiki/Cessna_210_Centurion,https://en.wikipedia.org/wiki/Cessna_210_Centurion,Bhavye,
Cessna,210R Centurion,C210,L1P,1,Piston,LandPlane,Continental,IO-520-L;TSIO-520-R,Private,6,https://en.wikipedia.org/wiki/Cessna_210_Centurion,https://en.wikipedia.org/wiki/Cessna_210_Centurion,Bhavye,
Bell,212,B212,H2T,2,Turboprop/Turboshaft,Helicopter,Pratt & Whitney Canada,PT6T-3;PT6T-3B,Helicopter,14,https://en.wikipedia.org/wiki/Bell_212,https://en.wikipedia.org/wiki/Bell_212,Dhyey,
Bell,214B BigLifter,B214,H1T,1,Turboprop/Turboshaft,Helicopter,Lycoming,LTC4B-8D,Helicopter,14,https://en.wikipedia.org/wiki/Bell_214,https://en.wikipedia.org/wiki/Bell_214,Dhyey,
Bell,214B-1 BigLifter,B214,H1T,1,Turboprop/Turboshaft,Helicopter,Lycoming,LTC4B-8D,Helicopter,14,https://en.wikipedia.org/wiki/Bell_214,https://en.wikipedia.org/wiki/Bell_214,Dhyey,
Bell,214ST,B214,H1T,1,Turboprop/Turboshaft,Helicopter,General Electric,CT7-2A,Helicopter,17,https://en.wikipedia.org/wiki/Bell_214ST,https://en.wikipedia.org/wiki/Bell_214ST,Dhyey,
Bell,222,B222,H2T,2,Turboprop/Turboshaft,Helicopter,Lycoming,LTS101-650C-3,Helicopter,9,https://en.wikipedia.org/wiki/Bell_222/230,https://en.wikipedia.org/wiki/Bell_222/230,Bhavye,
Bell,222A,B222,H2T,2,Turboprop/Turboshaft,Helicopter,Lycoming,LTS101-650C-3,Helicopter,9,https://en.wikipedia.org/wiki/Bell_222/230,https://en.wikipedia.org/wiki/Bell_222/230,Bhavye,
Bell,222B,B222,H2T,2,Turboprop/Turboshaft,Helicopter,Lycoming,LTS101-750C,Helicopter,9,https://en.wikipedia.org/wiki/Bell_222/230,https://en.wikipedia.org/wiki/Bell_222/230,Bhavye,
Bell,222SP,B222,H2T,2,Turboprop/Turboshaft,Helicopter,Allison,250-C30G,Helicopter,9,https://en.wikipedia.org/wiki/Bell_222/230,https://en.wikipedia.org/wiki/Bell_222/230,Bhavye,
Bell,222U,B222,H2T,2,Turboprop/Turboshaft,Helicopter,Lycoming,LTS101-750C,Helicopter,9,https://en.wikipedia.org/wiki/Bell_222/230,https://en.wikipedia.org/wiki/Bell_222/230,Bhavye,
Bell,222UT,B222,H2T,2,Turboprop/Turboshaft,Helicopter,Lycoming,LTS101-750C,Helicopter,9,https://en.wikipedia.org/wiki/Bell_222/230,https://en.wikipedia.org/wiki/Bell_222/230,Bhavye,
Beechcraft,23 Musketeer,BE23,L1P,1,Piston,LandPlane,Continental;Lycoming,O-320;IO-346;O-360,Private,3,https://en.wikipedia.org/wiki/Beechcraft_Musketeer,https://en.wikipedia.org/wiki/Beechcraft_Musketeer,Aditya,
Bell,230,B230,H2T,2,Turboprop/Turboshaft,Helicopter,Rolls Royce,250-C30G,Helicopter,9,https://en.wikipedia.org/wiki/Bell_222/230,https://en.wikipedia.org/wiki/Bell_222/230,Ansh,
Boeing,234,H47,H2T,2,Turboprop/Turboshaft,Helicopter,Lycoming,T55-L-7C,Helicopter,55,https://en.wikipedia.org/wiki/Boeing_CH-47_Chinook,https://en.wikipedia.org/wiki/Boeing_CH-47_Chinook,Ansh,
Boeing,234LR,H47,H2T,2,Turboprop/Turboshaft,Helicopter,Lycoming,T55-L-7C,Helicopter,55,https://en.wikipedia.org/wiki/Boeing_CH-47_Chinook,https://en.wikipedia.org/wiki/Boeing_CH-47_Chinook,Ansh,
Socata,235C Gabier,RALL,L1P,1,Piston,LandPlane,Lycoming,O-540,Private,4,https://en.wikipedia.org/wiki/SOCATA_Rallye_family,https://en.wikipedia.org/wiki/SOCATA_Rallye_family,Bhavye,
Socata,235CA Gaucho,RALL,L1P,1,Piston,LandPlane,Lycoming,O-540,Private,4,https://en.wikipedia.org/wiki/SOCATA_Rallye_family,https://en.wikipedia.org/wiki/SOCATA_Rallye_family,Bhavye,
Socata,235E Gabier,RALL,L1P,1,Piston,LandPlane,Lycoming,O-540,Private,4,https://en.wikipedia.org/wiki/SOCATA_Rallye_family,https://en.wikipedia.org/wiki/SOCATA_Rallye_family,Bhavye,
Socata,235F Gabier,RALL,L1P,1,Piston,LandPlane,Lycoming,O-540,Private,4,https://en.wikipedia.org/wiki/SOCATA_Rallye_family,https://en.wikipedia.org/wiki/SOCATA_Rallye_family,Bhavye,
Learjet,24,LJ24,L2J,2,Jet,LandPlane,General Electric,CJ610-4,Regional,6,https://en.wikipedia.org/wiki/Learjet_24,https://en.wikipedia.org/wiki/Learjet_24,Bhavye,
Learjet,24A,LJ24,L2J,2,Jet,LandPlane,General Electric,CJ610-4,Regional,6,https://en.wikipedia.org/wiki/Learjet_24,https://en.wikipedia.org/wiki/Learjet_24,Dhyey,
Learjet,24B,LJ24,L2J,2,Jet,LandPlane,General Electric,CJ610-6,Regional,6,https://en.wikipedia.org/wiki/Learjet_24,https://en.wikipedia.org/wiki/Learjet_24,Dhyey,
Learjet,24D,LJ24,L2J,2,Jet,LandPlane,General Electric,CJ610-6,Regional,6,https://en.wikipedia.org/wiki/Learjet_24,https://en.wikipedia.org/wiki/Learjet_24,Dhyey,
Learjet,24E,LJ24,L2J,2,Jet,LandPlane,General Electric,CJ610-8A,Regional,6,https://en.wikipedia.org/wiki/Learjet_24,https://en.wikipedia.org/wiki/Learjet_24,Dhyey,
Learjet,24F,LJ24,L2J,2,Jet,LandPlane,General Electric,CJ610-8A,Regional,6,https://en.wikipedia.org/wiki/Learjet_24,https://en.wikipedia.org/wiki/Learjet_24,Dhyey,
Learjet,24XR,LJ24,L2J,2,Jet,LandPlane,General Electric,CJ610-6,Regional,6,https://www.globalair.com/aircraft-for-sale/Specifications?specid=553,https://www.globalair.com/aircraft-for-sale/Specifications?specid=553,Dhyey,
Learjet,25,LJ25,L2J,2,Jet,LandPlane,General Electric,CJ610-6,Regional,8,https://en.wikipedia.org/wiki/Learjet_25,https://en.wikipedia.org/wiki/Learjet_25,Dhyey,
Learjet,25B,LJ25,L2J,2,Jet,LandPlane,General Electric,CJ610-6,Regional,8,https://en.wikipedia.org/wiki/Learjet_25,https://en.wikipedia.org/wiki/Learjet_25,Dhyey,
Learjet,25C,LJ25,L2J,2,Jet,LandPlane,General Electric,CJ610-6,Regional,8,https://en.wikipedia.org/wiki/Learjet_25,https://en.wikipedia.org/wiki/Learjet_25,Dhyey,
Learjet,25D,LJ25,L2J,2,Jet,LandPlane,General Electric,CJ610-6,Regional,8,https://en.wikipedia.org/wiki/Learjet_25,https://en.wikipedia.org/wiki/Learjet_25,Dhyey,
Learjet,25G,LJ25,L2J,2,Jet,LandPlane,General Electric,CJ610-6,Regional,8,https://en.wikipedia.org/wiki/Learjet_25,https://en.wikipedia.org/wiki/Learjet_25,Dhyey,
Learjet,25XR,LJ25,L2J,2,Jet,LandPlane,General Electric,CJ610-6,Regional,6,https://www.globalair.com/aircraft-for-sale/Specifications?specid=266,https://www.globalair.com/aircraft-for-sale/Specifications?specid=266,Dhyey,
Hughes,269A,H269,H1P,1,Piston,Helicopter,Lycoming,O-369-C2D;HO-360-B1B;HIO-360-B1A,Helicopter,2,https://en.wikipedia.org/wiki/Hughes_TH-55_Osage#Variants,https://en.wikipedia.org/wiki/Hughes_TH-55_Osage#Variants,Mihir,
Hughes,269A-1,H269,H1P,1,Piston,Helicopter,Lycoming,HO-360-B1B;HIO-360-B1A,Helicopter,2,https://en.wikipedia.org/wiki/Hughes_TH-55_Osage#Variants,https://en.wikipedia.org/wiki/Hughes_TH-55_Osage#Variants,Mihir,
Hughes,269B,H269,H1P,1,Piston,Helicopter,Lycoming,HIO-360-A1A,Helicopter,3,https://en.wikipedia.org/wiki/Hughes_TH-55_Osage#Variants,https://en.wikipedia.org/wiki/Hughes_TH-55_Osage#Variants,Mihir,
Hughes,269C,H269,H1P,1,Piston,Helicopter,Lycoming,HIO-360-D1A,Helicopter,3,https://en.wikipedia.org/wiki/Hughes_TH-55_Osage#Variants,https://en.wikipedia.org/wiki/Schweizer_S300#Specifications_(Schweizer_300C),Mihir,
Schweizer,269C-1,H269,H1P,1,Piston,Helicopter,Lycoming,HIO-360-D1A,Helicopter,3,https://en.wikipedia.org/wiki/Schweizer_S300#Specifications_(Schweizer_300C),https://en.wikipedia.org/wiki/Schweizer_S300#Specifications_(Schweizer_300C),Mihir,
Sikorsky,269D,H269,H1P,1,Piston,Helicopter,Lycoming,HIO-360-D1A,Helicopter,3,https://en.wikipedia.org/wiki/Schweizer_S300#Specifications_(Schweizer_300C),https://en.wikipedia.org/wiki/Schweizer_S300#Specifications_(Schweizer_300C),Mihir,
Beechcraft,300 King Air,BE30,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney,PT6A-60A,Regional,11,https://en.wikipedia.org/wiki/Beechcraft_Super_King_Air#Super_King_Air_300/350,https://en.wikipedia.org/wiki/Beechcraft_Super_King_Air#Super_King_Air_300/350,Bhavye,
Hughes,300C,H269,H1P,1,Piston,Helicopter,Lycoming,HIO-360-D1A,Helicopter,3,https://en.wikipedia.org/wiki/Learjet_31,https://en.wikipedia.org/wiki/Learjet_31,Bhavye,
Beechcraft,300LW King Air,BE30,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney,PT6A-60A,Regional,11,https://en.wikipedia.org/wiki/Beechcraft_Super_King_Air#Super_King_Air_300/350,https://en.wikipedia.org/wiki/Beechcraft_Super_King_Air#Super_King_Air_300/350,Bhavye,
Cessna,305A,O1,L1P,1,Piston,LandPlane,Continental,O-470-11,Private,2,https://en.wikipedia.org/wiki/Cessna_O-1_Bird_Dog,https://en.wikipedia.org/wiki/Cessna_O-1_Bird_Dog,Dhyey,
Cessna,305B,O1,L1P,1,Piston,LandPlane,Continental,O-470-11,Private,2,https://en.wikipedia.org/wiki/Cessna_O-1_Bird_Dog,https://en.wikipedia.org/wiki/Cessna_O-1_Bird_Dog,Dhyey,
Cessna,305C,O1,L1P,1,Piston,LandPlane,Continental,O-470-11,Private,2,https://en.wikipedia.org/wiki/Cessna_O-1_Bird_Dog,https://en.wikipedia.org/wiki/Cessna_O-1_Bird_Dog,Dhyey,
Cessna,305E,O1,L1P,1,Piston,LandPlane,Continental,O-470-11,Private,2,https://en.wikipedia.org/wiki/Cessna_O-1_Bird_Dog,https://en.wikipedia.org/wiki/Cessna_O-1_Bird_Dog,Dhyey,
Cessna,305F,O1,L1P,1,Piston,LandPlane,Continental,O-470-11,Private,2,https://en.wikipedia.org/wiki/Cessna_O-1_Bird_Dog,https://en.wikipedia.org/wiki/Cessna_O-1_Bird_Dog,Dhyey,
Learjet,31,LJ31,L2J,2,Jet,LandPlane,Garrett,TFE731-2,Regional,8,https://en.wikipedia.org/wiki/Learjet_31,https://en.wikipedia.org/wiki/Learjet_31,Bhavye,
Cessna,310,C310,L2P,2,Piston,LandPlane,Continental,O-470-B;O-470-M,Private,4,https://en.wikipedia.org/wiki/Cessna_310,https://en.wikipedia.org/wiki/Cessna_310,Bhavye,
Cessna,310A,C310,L2P,2,Piston,LandPlane,Continental,O-470-M,Private,4,https://en.wikipedia.org/wiki/Cessna_310,https://en.wikipedia.org/wiki/Cessna_310,Bhavye,
Cessna,310B,C310,L2P,2,Piston,LandPlane,Continental,O-470-M,Private,4,https://en.wikipedia.org/wiki/Cessna_310,https://en.wikipedia.org/wiki/Cessna_310,Bhavye,
Cessna,310C,C310,L2P,2,Piston,LandPlane,Continental,O-470-D,Private,4,https://en.wikipedia.org/wiki/Cessna_310,https://en.wikipedia.org/wiki/Cessna_310,Bhavye,
Cessna,310D,C310,L2P,2,Piston,LandPlane,Continental,O-470-D,Private,4,https://en.wikipedia.org/wiki/Cessna_310,https://en.wikipedia.org/wiki/Cessna_310,Bhavye,
Cessna,310E,C310,L2P,2,Piston,LandPlane,Continental,O-470-D,Private,4,https://en.wikipedia.org/wiki/Cessna_310,https://en.wikipedia.org/wiki/Cessna_310,Bhavye,
Cessna,310F,C310,L2P,2,Piston,LandPlane,Continental,O-470-D,Private,4,https://en.wikipedia.org/wiki/Cessna_310,https://en.wikipedia.org/wiki/Cessna_310,Bhavye,
Cessna,310G,C310,L2P,2,Piston,LandPlane,Continental,O-470-D,Private,6,https://en.wikipedia.org/wiki/Cessna_310,https://en.wikipedia.org/wiki/Cessna_310,Bhavye,
Cessna,310H,C310,L2P,2,Piston,LandPlane,Continental,O-470-D,Private,6,https://en.wikipedia.org/wiki/Cessna_310,https://en.wikipedia.org/wiki/Cessna_310,Bhavye,
Cessna,310I,C310,L2P,2,Piston,LandPlane,Continental,O-470-U,Private,6,https://en.wikipedia.org/wiki/Cessna_310,https://en.wikipedia.org/wiki/Cessna_310,Bhavye,
Cessna,310J,C310,L2P,2,Piston,LandPlane,Continental,O-470-U,Private,6,https://en.wikipedia.org/wiki/Cessna_310,https://en.wikipedia.org/wiki/Cessna_310,Bhavye,
Cessna,310K,C310,L2P,2,Piston,LandPlane,Continental,O-470-V;O-470-VU,Private,6,https://en.wikipedia.org/wiki/Cessna_310,https://en.wikipedia.org/wiki/Cessna_310,Bhavye,
Cessna,310L,C310,L2P,2,Piston,LandPlane,Continental,O-470-V;O-470-VU,Private,6,https://en.wikipedia.org/wiki/Cessna_310,https://en.wikipedia.org/wiki/Cessna_310,Bhavye,
Cessna,310N,C310,L2P,2,Piston,LandPlane,Continental,O-470-V;O-470-VU,Private,6,https://en.wikipedia.org/wiki/Cessna_310,https://en.wikipedia.org/wiki/Cessna_310,Bhavye,
Cessna,310P,C310,L2P,2,Piston,LandPlane,Continental,O-470-VO,Private,6,https://en.wikipedia.org/wiki/Cessna_310,https://en.wikipedia.org/wiki/Cessna_310,Bhavye,
Cessna,310Q,C310,L2P,2,Piston,LandPlane,Continental,O-470-VO,Private,6,https://en.wikipedia.org/wiki/Cessna_310,https://en.wikipedia.org/wiki/Cessna_310,Bhavye,
Cessna,310R,C310,L2P,2,Piston,LandPlane,Continental,O-520-VO;O-520-MB,Private,6,https://en.wikipedia.org/wiki/Cessna_310,https://en.wikipedia.org/wiki/Cessna_310,Bhavye,
Cessna,319,O1,L1P,1,Piston,LandPlane,Continental,O-470-11,Private,2,https://en.wikipedia.org/wiki/Cessna_O-1_Bird_Dog,https://en.wikipedia.org/wiki/Cessna_O-1_Bird_Dog,Dhyey,
Learjet,31A,LJ31,L2J,2,Jet,LandPlane,Garrett,TFE731-2;TFE731-2C,Regional,8,https://en.wikipedia.org/wiki/Learjet_31,https://en.wikipedia.org/wiki/Learjet_31,Ansh,
Cessna,320 Skyknight,C320,L2P,2,Piston,LandPlane,Continental,O-470-B,Private,6,https://en.wikipedia.org/wiki/Cessna_310,https://en.wikipedia.org/wiki/Cessna_310,Dhyey,
Cessna,320A Skyknight,C320,L2P,2,Piston,LandPlane,Continental,O-470-B,Private,6,https://en.wikipedia.org/wiki/Cessna_310,https://en.wikipedia.org/wiki/Cessna_310,Dhyey,
Cessna,320B Skyknight,C320,L2P,2,Piston,LandPlane,Continental,O-470-B,Private,6,https://en.wikipedia.org/wiki/Cessna_310,https://en.wikipedia.org/wiki/Cessna_310,Dhyey,
Cessna,320C Skyknight,C320,L2P,2,Piston,LandPlane,Continental,O-470-B,Private,6,https://en.wikipedia.org/wiki/Cessna_310,https://en.wikipedia.org/wiki/Cessna_310,Dhyey,
Cessna,320D Executive Skyknight,C320,L2P,2,Piston,LandPlane,Continental,O-470-B,Private,6,https://en.wikipedia.org/wiki/Cessna_310,https://en.wikipedia.org/wiki/Cessna_310,Dhyey,
Cessna,320E Executive Skyknight,C320,L2P,2,Piston,LandPlane,Continental,O-470-B,Private,6,https://en.wikipedia.org/wiki/Cessna_310,https://en.wikipedia.org/wiki/Cessna_310,Dhyey,
Cessna,320E Executive Skynight,C320,L2P,2,Piston,LandPlane,Continental,O-470-B,Private,6,https://en.wikipedia.org/wiki/Cessna_310,https://en.wikipedia.org/wiki/Cessna_310,Dhyey,
Cessna,320F Executive Skyknight,C320,L2P,2,Piston,LandPlane,Continental,O-470-B,Private,6,https://en.wikipedia.org/wiki/Cessna_310,https://en.wikipedia.org/wiki/Cessna_310,Dhyey,
Beechcraft,33 Debonair,BE33,L1P,1,Piston,LandPlane,Continental,IO-470-J,Private,6,https://en.wikipedia.org/wiki/Beechcraft_Bonanza,https://en.wikipedia.org/wiki/Beechcraft_Bonanza,Mihir,
Schweizer,330,S330,H1T,1,Turboprop/Turboshaft,Helicopter,Rolls Royce,250-C20W,Helicopter,3,https://en.wikipedia.org/wiki/Schweizer_S333,https://en.wikipedia.org/wiki/Schweizer_S333,Ansh,
Schweizer,333,S330,H1T,1,Turboprop/Turboshaft,Helicopter,Rolls Royce,250-C20W,Helicopter,3,https://en.wikipedia.org/wiki/Schweizer_S333,https://en.wikipedia.org/wiki/Schweizer_S333,Ansh,
Cessna,335,C335,L2P,2,Piston,LandPlane,Continental,TSIO-520-EB,Private,6,https://en.wikipedia.org/wiki/Cessna_340,https://en.wikipedia.org/wiki/Cessna_340,Mihir,
Cessna,336 Skymaster,C336,L2P,2,Piston,LandPlane,Continental,IO-360-A,Private,5,https://en.wikipedia.org/wiki/Cessna_Skymaster,https://en.wikipedia.org/wiki/Cessna_Skymaster,Dhyey,
Cessna,337 Super Skymaster,C337,L2P,2,Piston,LandPlane,Continental,IO-360-C,Private,5,https://en.wikipedia.org/wiki/Cessna_Skymaster,https://en.wikipedia.org/wiki/Cessna_Skymaster,Dhyey,
